python,java,ml,sql,web_dev,interest,cgpa,projects,career
0,0,1,1,0,1,8.84,4,Data Analyst
1,1,0,0,1,1,7.95,1,Full Stack Developer
0,0,0,1,1,2,7.37,6,Frontend Developer
0,1,0,1,1,0,8.21,5,Full Stack Developer
1,1,1,0,0,1,9.08,2,Backend Developer
1,0,1,1,1,2,6.45,3,Full Stack Developer
0,1,1,0,0,0,7.31,6,Backend Developer
1,1,1,0,1,1,7.54,2,Full Stack Developer
1,1,1,1,1,3,7.23,2,Full Stack Developer
1,0,0,1,0,0,7.72,5,Software Engineer
0,1,0,0,0,2,7.2,4,Backend Developer
1,1,1,1,1,3,6.97,3,Full Stack Developer
0,0,1,0,0,1,6.4,4,Frontend Developer
0,0,0,0,1,2,6.16,3,Frontend Developer
0,1,1,0,1,3,8.48,4,Full Stack Developer
1,1,0,1,1,2,6.35,2,Full Stack Developer
0,0,0,0,1,0,7.68,4,Frontend Developer
1,0,0,1,0,2,6.04,6,Data Scientist
1,0,1,0,0,0,7.41,6,Machine Learning Engineer
0,0,1,0,0,0,7.97,5,Full Stack Developer
0,1,1,0,0,3,7.81,4,Backend Developer
0,1,0,1,1,0,8.47,2,Full Stack Developer
1,0,0,1,0,3,6.86,3,Cyber Security Analyst
1,0,1,0,1,3,8.29,6,Full Stack Developer
1,1,1,1,0,0,8.27,1,Backend Developer
0,0,0,1,0,0,6.93,2,Data Analyst
0,0,0,1,0,3,7.9,1,Data Analyst
0,0,1,0,1,1,8.74,2,Frontend Developer
0,0,1,0,0,0,8.02,4,DevOps Engineer
1,1,0,1,0,3,8.9,6,Backend Developer
1,1,1,1,1,2,6.43,6,Full Stack Developer
1,0,1,1,0,3,9.11,3,AI Engineer
0,0,1,1,0,3,8.3,3,Data Analyst
1,0,1,0,0,3,9.31,3,AI Engineer
1,1,1,0,1,2,7.73,2,Full Stack Developer
1,0,1,1,0,3,7.19,2,Machine Learning Engineer
1,1,1,1,0,0,7.88,6,Backend Developer
0,1,0,1,0,1,8.3,5,Backend Developer
0,1,0,0,1,0,6.35,3,Full Stack Developer
0,0,1,0,0,1,7.75,5,Cyber Security Analyst
1,0,0,1,1,0,8.92,4,Full Stack Developer
0,0,1,1,1,1,9.34,3,Frontend Developer
1,0,0,0,1,0,8.6,2,Full Stack Developer
0,0,0,0,0,2,7.11,6,Cloud Engineer
0,0,1,1,0,2,8.84,2,Data Analyst
1,0,0,1,0,2,9.36,5,Data Scientist
1,1,1,0,0,1,8.46,5,Backend Developer
1,0,1,0,1,2,9.33,2,Full Stack Developer
1,1,0,1,0,2,8.81,4,Backend Developer
0,1,0,1,1,2,9.36,5,Full Stack Developer
0,1,0,0,1,1,6.13,5,Full Stack Developer
0,1,1,1,1,2,8.77,2,Full Stack Developer
1,1,0,0,0,2,8.23,2,Backend Developer
1,0,0,0,0,1,6.28,1,Machine Learning Engineer
1,0,0,1,0,0,8.99,2,Software Engineer
0,0,1,1,0,3,6.11,6,Data Analyst
1,1,0,1,1,2,6.3,6,Full Stack Developer
1,1,0,0,0,2,8.51,4,Backend Developer
1,0,0,1,1,0,8.01,6,Full Stack Developer
1,1,1,0,1,3,6.56,2,Full Stack Developer
0,1,1,0,1,0,8.02,5,Full Stack Developer
1,1,1,0,0,1,6.71,5,Backend Developer
1,1,1,0,0,2,7.24,5,Backend Developer
1,0,1,1,1,0,9.44,5,Full Stack Developer
1,1,1,1,0,0,8.77,2,Backend Developer
0,1,1,0,0,3,6.14,4,Backend Developer
1,1,0,1,1,2,8.41,5,Full Stack Developer
0,1,1,1,0,2,6.65,4,Backend Developer
0,0,0,0,1,0,8.96,1,Frontend Developer
1,1,1,0,1,1,9.3,1,Full Stack Developer
1,1,1,1,0,2,7.58,4,Backend Developer
1,1,1,0,0,2,9.41,1,Backend Developer
0,0,1,1,0,2,8.0,6,Data Analyst
0,0,0,1,0,2,7.55,3,Data Analyst
1,1,1,1,0,1,8.11,1,Backend Developer
1,0,1,0,0,3,6.68,2,Machine Learning Engineer
0,1,0,1,0,3,7.03,3,Backend Developer
1,0,0,1,0,1,7.29,1,Backend Developer
0,1,1,1,0,0,7.04,2,Backend Developer
0,1,0,1,0,3,7.25,3,Backend Developer
0,1,1,1,0,1,6.95,2,Backend Developer
1,1,1,1,1,2,6.37,4,Full Stack Developer
0,1,0,0,1,0,8.06,2,Full Stack Developer
1,1,1,1,1,1,6.75,5,Full Stack Developer
0,0,1,1,1,1,9.26,5,Frontend Developer
1,0,1,0,0,2,7.46,5,Machine Learning Engineer
0,1,0,1,0,3,6.34,6,Backend Developer
1,0,1,1,0,2,9.32,3,AI Engineer
0,0,1,1,0,3,7.13,5,Data Analyst
0,0,1,1,0,2,8.18,1,Data Analyst
0,1,0,0,0,0,9.3,4,Backend Developer
0,0,0,1,1,1,6.64,4,Frontend Developer
0,1,1,0,1,3,8.59,2,Full Stack Developer
1,0,0,0,1,1,8.18,2,Full Stack Developer
1,1,1,1,1,2,9.31,4,Full Stack Developer
1,0,0,1,0,3,7.03,4,Cyber Security Analyst
0,0,1,1,0,2,8.96,5,Data Analyst
0,1,0,0,1,2,8.49,2,Full Stack Developer
0,1,1,1,1,2,6.81,1,Full Stack Developer
1,1,1,0,1,2,6.72,6,Full Stack Developer
1,1,0,0,0,2,7.43,1,Backend Developer
1,0,0,0,0,0,7.24,2,Software Engineer
0,1,1,0,1,3,7.5,4,Full Stack Developer
1,1,0,1,1,0,6.08,4,Full Stack Developer
1,1,0,1,1,1,6.44,5,Full Stack Developer
1,0,1,0,1,3,6.56,3,Full Stack Developer
1,0,0,1,0,1,8.32,3,DevOps Engineer
0,0,1,1,0,1,8.57,3,Data Analyst
0,1,1,0,0,3,6.3,1,Backend Developer
0,1,1,0,0,1,7.97,2,Backend Developer
1,0,1,0,1,3,7.61,1,Full Stack Developer
1,0,0,0,0,0,8.26,5,Software Engineer
0,0,1,0,0,3,6.26,6,Cyber Security Analyst
0,0,1,1,0,3,7.11,1,Data Analyst
1,1,0,1,0,2,6.78,4,Backend Developer
1,0,0,0,1,1,9.35,4,Full Stack Developer
1,0,1,0,1,0,8.15,5,Full Stack Developer
0,0,1,0,1,0,6.44,5,Frontend Developer
0,0,0,0,0,1,7.55,2,Data Scientist
1,1,1,0,1,3,9.43,6,Full Stack Developer
1,1,0,0,0,1,7.98,3,Backend Developer
1,1,0,0,0,3,8.71,2,Backend Developer
1,0,1,1,1,0,8.88,1,Full Stack Developer
0,0,0,1,1,0,7.26,4,Frontend Developer
0,0,0,0,0,0,6.81,2,Data Scientist
0,0,0,0,0,3,6.94,6,Cyber Security Analyst
0,1,0,0,1,1,6.51,1,Full Stack Developer
0,1,1,1,1,3,7.23,1,Full Stack Developer
1,1,0,1,1,0,6.59,1,Full Stack Developer
0,0,1,1,1,3,9.01,4,Frontend Developer
1,1,1,1,0,3,6.19,3,Backend Developer
0,0,1,0,1,3,8.32,5,Frontend Developer
0,1,0,0,0,2,6.21,6,Backend Developer
0,0,0,0,1,3,8.69,4,Frontend Developer
1,1,0,1,0,3,6.37,2,Backend Developer
0,0,0,0,1,1,7.27,3,Frontend Developer
0,1,0,1,0,0,7.42,2,Backend Developer
1,1,1,1,0,1,9.27,4,Backend Developer
0,1,0,1,0,0,7.59,4,Backend Developer
0,1,0,1,1,2,7.91,3,Full Stack Developer
1,0,1,1,1,2,8.13,1,Full Stack Developer
1,0,0,1,0,3,8.34,5,Cyber Security Analyst
1,1,0,1,1,2,7.01,2,Full Stack Developer
0,1,1,1,0,3,6.89,3,Backend Developer
0,1,0,1,0,2,6.04,6,Backend Developer
0,1,1,0,1,1,6.15,1,Full Stack Developer
1,0,0,0,1,3,8.08,1,Full Stack Developer
0,1,1,0,1,2,6.39,6,Full Stack Developer
0,0,1,1,0,0,6.49,5,Data Analyst
1,1,1,0,0,0,7.51,6,Backend Developer
1,1,1,1,1,2,6.82,4,Full Stack Developer
1,1,1,0,0,0,7.47,2,Backend Developer
1,0,1,0,0,2,6.72,6,Machine Learning Engineer
0,0,1,1,1,1,6.3,2,Frontend Developer
1,0,0,1,0,0,6.3,5,Software Engineer
1,1,1,0,1,1,6.72,6,Full Stack Developer
1,0,0,1,0,0,8.78,1,Software Engineer
0,0,0,1,0,3,9.16,1,Data Analyst
0,0,0,0,0,3,8.16,2,Cyber Security Analyst
0,1,0,0,1,1,8.19,1,Full Stack Developer
1,0,1,1,1,1,6.2,1,Full Stack Developer
1,1,1,0,1,1,8.07,3,Full Stack Developer
0,0,1,0,0,3,6.69,1,Cyber Security Analyst
0,1,0,1,1,2,6.88,5,Full Stack Developer
0,1,1,1,0,0,9.28,2,Backend Developer
0,1,1,0,0,3,8.77,3,Backend Developer
1,1,0,1,1,2,8.6,4,Full Stack Developer
1,1,1,1,1,0,8.01,1,Full Stack Developer
0,1,1,1,1,2,8.16,6,Full Stack Developer
1,0,1,1,1,2,8.25,1,Full Stack Developer
0,0,0,0,0,1,8.98,5,Mobile App Developer
1,0,1,1,1,2,7.64,2,Full Stack Developer
1,1,0,1,0,3,7.82,4,Backend Developer
1,0,0,1,0,2,9.01,3,Data Scientist
1,0,0,0,1,0,9.14,6,Full Stack Developer
1,0,0,1,0,2,9.11,3,Data Scientist
1,1,0,1,0,0,9.14,3,Backend Developer
0,0,1,1,0,0,7.01,4,Data Analyst
1,1,0,1,1,2,6.58,4,Full Stack Developer
1,1,1,1,1,2,8.63,5,Full Stack Developer
0,0,1,0,1,3,7.32,5,Frontend Developer
1,0,0,0,1,0,6.92,1,Full Stack Developer
1,1,0,1,1,3,7.93,2,Full Stack Developer
0,0,0,1,1,1,6.52,1,Frontend Developer
0,1,0,1,1,2,8.46,3,Full Stack Developer
1,0,0,1,1,0,8.47,6,Full Stack Developer
0,1,1,0,1,0,8.58,1,Full Stack Developer
1,1,1,0,1,0,7.7,4,Full Stack Developer
1,1,1,0,0,1,7.63,2,Backend Developer
0,0,1,0,1,3,7.31,3,Frontend Developer
0,1,0,1,1,0,8.53,5,Full Stack Developer
0,0,1,1,1,0,8.8,4,Frontend Developer
0,0,0,0,0,0,6.29,6,Mobile App Developer
0,0,1,0,0,0,8.76,5,DevOps Engineer
1,1,0,1,1,2,7.0,6,Full Stack Developer
0,0,0,1,1,0,8.99,4,Frontend Developer
1,0,1,0,0,3,8.1,5,AI Engineer
1,0,0,1,1,0,6.34,3,Full Stack Developer
0,1,0,0,0,2,8.8,4,Backend Developer
0,1,0,1,0,3,6.95,1,Backend Developer
1,0,1,1,0,1,9.14,1,AI Engineer
0,1,1,0,0,1,9.28,2,Backend Developer
1,0,0,0,0,1,6.83,4,Cyber Security Analyst
1,1,0,0,0,3,9.09,2,Backend Developer
0,1,0,0,0,2,6.39,1,Backend Developer
0,0,1,1,0,3,8.77,1,Data Analyst
1,1,0,1,0,2,7.9,5,Backend Developer
1,1,0,0,1,0,6.75,4,Full Stack Developer
0,1,1,1,1,3,7.48,4,Full Stack Developer
0,1,1,1,0,3,8.78,2,Backend Developer
0,0,1,0,0,1,8.92,3,AI Engineer
0,1,0,1,0,2,7.52,3,Backend Developer
1,1,0,0,1,0,8.57,6,Full Stack Developer
1,1,0,1,1,2,6.54,5,Full Stack Developer
0,1,0,1,1,1,6.45,5,Full Stack Developer
1,0,1,1,0,1,8.49,4,AI Engineer
0,1,1,1,1,2,8.12,6,Full Stack Developer
0,0,0,1,1,1,8.43,3,Frontend Developer
0,1,1,0,0,0,7.27,5,Backend Developer
1,0,1,0,1,0,7.1,5,Full Stack Developer
1,0,1,1,0,3,6.31,4,Machine Learning Engineer
0,0,1,1,1,3,6.66,5,Frontend Developer
1,1,1,1,1,3,8.52,6,Full Stack Developer
1,0,1,1,0,2,8.15,4,AI Engineer
1,1,0,0,0,2,6.69,4,Backend Developer
0,0,0,0,1,1,6.52,4,Frontend Developer
0,0,0,0,0,1,8.23,6,UI/UX Designer
0,1,1,0,1,0,8.36,2,Full Stack Developer
1,0,1,0,1,3,6.42,2,Full Stack Developer
0,1,0,0,1,0,8.07,4,Full Stack Developer
0,1,1,0,0,2,7.37,4,Backend Developer
0,0,1,1,0,2,7.17,6,Data Analyst
0,0,0,0,1,3,9.22,6,Frontend Developer
1,1,1,1,0,1,8.24,6,Backend Developer
0,0,1,0,1,2,6.59,3,Frontend Developer
1,1,1,0,0,0,9.21,3,Backend Developer
1,0,1,1,0,1,7.09,3,Machine Learning Engineer
0,1,1,0,1,1,9.19,6,Full Stack Developer
0,1,0,1,1,0,6.69,4,Full Stack Developer
0,1,1,1,1,1,8.97,6,Full Stack Developer
1,1,0,1,0,0,9.48,4,Backend Developer
